datetime,predicted_demand_kw,actual_demand_kw,appliance_name,appliance_power_kw,delay_count,max_delay,decision,forced_run,missed_deadline,baseline_cost,scheduled_cost,reward
2010-04-27 16:00:00,0.4905768,0.4316,washing_machine,1.2,0,2,delay,False,False,1.6905767999999999,0.4905768,0.25
2010-04-27 17:00:00,0.45932585,0.33816665,washing_machine,1.2,1,2,run_now,False,False,1.6593258499999999,1.6593258499999999,0.8
2010-04-27 18:00:00,0.5965396,0.41353333,none,0.0,0,0,no_action,False,False,0.5965396,0.5965396,0.0
2010-04-27 19:00:00,0.68152004,0.3387,dishwasher,1.0,0,3,run_now,False,False,1.68152004,1.68152004,0.8
2010-04-27 20:00:00,0.84491074,0.4153,dishwasher,1.0,0,3,run_now,False,False,1.84491074,1.84491074,0.8
2010-04-27 21:00:00,1.1326255,0.3497,dishwasher,1.0,0,3,delay,False,False,2.1326255,1.1326255,0.55
2010-04-27 22:00:00,0.90222305,0.44313332,dishwasher,1.0,1,3,run_now,False,False,1.90222305,1.90222305,0.8
2010-04-27 23:00:00,0.61974597,1.1877667,none,0.0,0,0,no_action,False,False,0.61974597,0.61974597,0.0
2010-04-28 00:00:00,0.58325315,0.41583332,none,0.0,0,0,no_action,False,False,0.58325315,0.58325315,0.0
2010-04-28 01:00:00,0.33743525,0.33766666,none,0.0,0,0,no_action,False,False,0.33743525,0.33743525,0.0
2010-04-28 02:00:00,0.3990103,0.351,none,0.0,0,0,no_action,False,False,0.3990103,0.3990103,0.0
2010-04-28 03:00:00,0.42830884,0.32276666,none,0.0,0,0,no_action,False,False,0.42830884,0.42830884,0.0
2010-04-28 04:00:00,0.4299032,0.40406665,none,0.0,0,0,no_action,False,False,0.4299032,0.4299032,0.0
2010-04-28 05:00:00,0.40629816,0.3438,none,0.0,0,0,no_action,False,False,0.40629816,0.40629816,0.0
2010-04-28 06:00:00,0.4890021,0.35293335,water_heater,0.8,0,1,run_now,False,False,1.2890021,1.2890021,0.8
2010-04-28 07:00:00,0.56079453,0.36983332,water_heater,0.8,0,1,run_now,False,False,1.3607945300000002,1.3607945300000002,0.8
2010-04-28 08:00:00,0.60471076,0.381,water_heater,0.8,0,1,run_now,False,False,1.40471076,1.40471076,0.8
2010-04-28 09:00:00,0.5430739,0.74543333,washing_machine,1.2,0,2,run_now,False,False,1.7430739,1.7430739,0.8
2010-04-28 10:00:00,0.6757225,1.4462,washing_machine,1.2,0,2,run_now,False,False,1.8757225,1.8757225,0.8
2010-04-28 11:00:00,0.954487,1.0110333,none,0.0,0,0,no_action,False,False,0.954487,0.954487,0.0
2010-04-28 12:00:00,0.54651755,0.46066666,washing_machine,1.2,0,2,delay,False,False,1.74651755,0.54651755,0.2500000000000002
2010-04-28 13:00:00,0.35403645,0.32486665,washing_machine,1.2,1,2,run_now,False,False,1.55403645,1.55403645,0.8
2010-04-28 14:00:00,0.5128618,0.38823333,none,0.0,0,0,no_action,False,False,0.5128618,0.5128618,0.0
2010-04-28 15:00:00,0.48961997,0.38673332,washing_machine,1.2,0,2,delay,False,False,1.6896199699999999,0.48961997,0.24999999999999978
2010-04-28 16:00:00,0.47251862,0.44023332,washing_machine,1.2,1,2,run_now,False,False,1.67251862,1.67251862,0.8
2010-04-28 17:00:00,0.5511684,0.37943333,none,0.0,0,0,no_action,False,False,0.5511684,0.5511684,0.0
2010-04-28 18:00:00,0.6117968,0.47446668,none,0.0,0,0,no_action,False,False,0.6117968,0.6117968,0.0
2010-04-28 19:00:00,0.63425696,1.3490334,dishwasher,1.0,0,3,run_now,False,False,1.63425696,1.63425696,0.8
2010-04-28 20:00:00,1.0667089,1.8294667,dishwasher,1.0,0,3,delay,False,False,2.0667089,1.0667089,0.55
2010-04-28 21:00:00,1.4163053,1.0706,dishwasher,1.0,1,3,delay,False,False,2.4163053000000003,1.4163053,0.4000000000000002
2010-04-28 22:00:00,0.69481254,0.3947,dishwasher,1.0,2,3,run_now,False,False,1.69481254,1.69481254,0.8
2010-04-28 23:00:00,0.3872965,0.4843,none,0.0,0,0,no_action,False,False,0.3872965,0.3872965,0.0
2010-04-29 00:00:00,0.46875018,1.5426,none,0.0,0,0,no_action,False,False,0.46875018,0.46875018,0.0
2010-04-29 01:00:00,0.767486,0.7933667,none,0.0,0,0,no_action,False,False,0.767486,0.767486,0.0
2010-04-29 02:00:00,0.48426694,0.7035667,none,0.0,0,0,no_action,False,False,0.48426694,0.48426694,0.0
2010-04-29 03:00:00,0.6117455,0.70163333,none,0.0,0,0,no_action,False,False,0.6117455,0.6117455,0.0
2010-04-29 04:00:00,0.5965612,0.7249333,none,0.0,0,0,no_action,False,False,0.5965612,0.5965612,0.0
2010-04-29 05:00:00,0.65547884,0.6062667,none,0.0,0,0,no_action,False,False,0.65547884,0.65547884,0.0
2010-04-29 06:00:00,0.8254376,0.7924,water_heater,0.8,0,1,run_now,False,False,1.6254376000000001,1.6254376000000001,0.8
2010-04-29 07:00:00,1.118273,1.4452333,water_heater,0.8,0,1,run_now,False,False,1.9182730000000001,1.9182730000000001,0.3
2010-04-29 08:00:00,1.251206,1.6148334,washing_machine,1.2,0,2,delay,False,False,2.451206,1.251206,0.75
2010-04-29 09:00:00,1.3629329,1.8318,washing_machine,1.2,1,2,delay,False,False,2.5629329,1.3629329,0.5999999999999999
2010-04-29 10:00:00,1.5348328,1.2689,washing_machine,1.2,2,2,run_now,True,False,2.7348328,2.7348328,0.0
2010-04-29 11:00:00,0.9250209,0.35363334,washing_machine,1.2,0,2,run_now,False,False,2.1250209,2.1250209,0.8
2010-04-29 12:00:00,0.4227503,0.3387,none,0.0,0,0,no_action,False,False,0.4227503,0.4227503,0.0
2010-04-29 13:00:00,0.4585027,0.3834,none,0.0,0,0,no_action,False,False,0.4585027,0.4585027,0.0
2010-04-29 14:00:00,0.44293398,0.4287,washing_machine,1.2,0,2,delay,False,False,1.64293398,0.44293398,0.25
2010-04-29 15:00:00,0.5014727,0.37493333,washing_machine,1.2,1,2,run_now,False,False,1.7014727,1.7014727,0.8
2010-04-29 16:00:00,0.5897485,0.35006666,washing_machine,1.2,0,2,delay,False,False,1.7897485,0.5897485,0.25
2010-04-29 17:00:00,0.5592733,0.5626,washing_machine,1.2,1,2,run_now,False,False,1.7592732999999998,1.7592732999999998,0.8
2010-04-29 18:00:00,0.7496041,0.8042667,none,0.0,0,0,no_action,False,False,0.7496041,0.7496041,0.0
2010-04-29 19:00:00,1.2362269,1.2683333,dishwasher,1.0,0,3,delay,False,False,2.2362269,1.2362269,0.5500000000000003
2010-04-29 20:00:00,1.3964812,0.37853333,dishwasher,1.0,1,3,delay,False,False,2.3964812,1.3964812,0.4000000000000002
2010-04-29 21:00:00,0.7798759,0.34723333,dishwasher,1.0,2,3,run_now,False,False,1.7798759,1.7798759,0.8
2010-04-29 22:00:00,0.5791642,0.3579,none,0.0,0,0,no_action,False,False,0.5791642,0.5791642,0.0
2010-04-29 23:00:00,0.46471137,0.42156667,none,0.0,0,0,no_action,False,False,0.46471137,0.46471137,0.0
2010-04-30 00:00:00,0.4248556,0.41556665,none,0.0,0,0,no_action,False,False,0.4248556,0.4248556,0.0
2010-04-30 01:00:00,0.38454568,0.3475,none,0.0,0,0,no_action,False,False,0.38454568,0.38454568,0.0
2010-04-30 02:00:00,0.45030385,0.36446667,none,0.0,0,0,no_action,False,False,0.45030385,0.45030385,0.0
2010-04-30 03:00:00,0.44289953,0.35,none,0.0,0,0,no_action,False,False,0.44289953,0.44289953,0.0
2010-04-30 04:00:00,0.44279474,1.0403666,none,0.0,0,0,no_action,False,False,0.44279474,0.44279474,0.0
2010-04-30 05:00:00,0.50078535,0.52926666,none,0.0,0,0,no_action,False,False,0.50078535,0.50078535,0.0
2010-04-30 06:00:00,0.4285859,0.34483334,none,0.0,0,0,no_action,False,False,0.4285859,0.4285859,0.0
2010-04-30 07:00:00,0.4619071,0.33043334,none,0.0,0,0,no_action,False,False,0.4619071,0.4619071,0.0
2010-04-30 08:00:00,0.47492486,0.3597,none,0.0,0,0,no_action,False,False,0.47492486,0.47492486,0.0
2010-04-30 09:00:00,0.49939537,0.9388667,water_heater,0.8,0,1,run_now,False,False,1.29939537,1.29939537,0.8
2010-04-30 10:00:00,1.1177768,1.2614334,none,0.0,0,0,no_action,False,False,1.1177768,1.1177768,0.0
2010-04-30 11:00:00,1.132047,0.61576664,washing_machine,1.2,0,2,delay,False,False,2.332047,1.132047,0.7500000000000002
2010-04-30 12:00:00,0.6139987,1.9986,washing_machine,1.2,1,2,run_now,False,False,1.8139987,1.8139987,0.8
2010-04-30 13:00:00,1.9170461,0.977,none,0.0,0,0,no_action,False,False,1.9170461,1.9170461,0.0
2010-04-30 14:00:00,0.6677767,1.4853333,none,0.0,0,0,no_action,False,False,0.6677767,0.6677767,0.0
2010-04-30 15:00:00,1.0616035,0.86053336,washing_machine,1.2,0,2,delay,False,False,2.2616034999999997,1.0616035,0.7499999999999998
2010-04-30 16:00:00,0.74701643,0.9906,washing_machine,1.2,1,2,run_now,False,False,1.94701643,1.94701643,0.8
2010-04-30 17:00:00,0.7524195,2.8436334,none,0.0,0,0,no_action,False,False,0.7524195,0.7524195,0.0
2010-04-30 18:00:00,1.8435125,0.7098333,none,0.0,0,0,no_action,False,False,1.8435125,1.8435125,0.0
2010-04-30 19:00:00,0.7909775,0.36363333,none,0.0,0,0,no_action,False,False,0.7909775,0.7909775,0.0
2010-04-30 20:00:00,0.9655353,0.35053334,none,0.0,0,0,no_action,False,False,0.9655353,0.9655353,0.0
2010-04-30 21:00:00,0.7666424,0.35133332,none,0.0,0,0,no_action,False,False,0.7666424,0.7666424,0.0
2010-04-30 22:00:00,0.5637338,0.43046665,dishwasher,1.0,0,3,run_now,False,False,1.5637338,1.5637338,0.8
2010-04-30 23:00:00,0.41889054,0.3841,none,0.0,0,0,no_action,False,False,0.41889054,0.41889054,0.0
2010-05-01 00:00:00,0.41397554,0.3496,none,0.0,0,0,no_action,False,False,0.41397554,0.41397554,0.0
2010-05-01 01:00:00,0.3919769,0.4738,none,0.0,0,0,no_action,False,False,0.3919769,0.3919769,0.0
2010-05-01 02:00:00,0.42057216,0.7753,none,0.0,0,0,no_action,False,False,0.42057216,0.42057216,0.0
2010-05-01 03:00:00,0.44385737,0.38893333,none,0.0,0,0,no_action,False,False,0.44385737,0.44385737,0.0
2010-05-01 04:00:00,0.4068091,0.35083333,none,0.0,0,0,no_action,False,False,0.4068091,0.4068091,0.0
2010-05-01 05:00:00,0.46352363,0.3363,none,0.0,0,0,no_action,False,False,0.46352363,0.46352363,0.0
2010-05-01 06:00:00,0.51451105,0.37316668,none,0.0,0,0,no_action,False,False,0.51451105,0.51451105,0.0
2010-05-01 07:00:00,0.58608174,0.41573334,water_heater,0.8,0,1,run_now,False,False,1.38608174,1.38608174,0.8
2010-05-01 08:00:00,0.69626105,0.31133333,water_heater,0.8,0,1,run_now,False,False,1.4962610500000002,1.4962610500000002,0.8
2010-05-01 09:00:00,0.72777057,0.3417,none,0.0,0,0,no_action,False,False,0.72777057,0.72777057,0.0
2010-05-01 10:00:00,0.6316794,1.2088,washing_machine,1.2,0,2,run_now,False,False,1.8316794,1.8316794,0.8
2010-05-01 11:00:00,1.0129721,2.6106,none,0.0,0,0,no_action,False,False,1.0129721,1.0129721,0.0
2010-05-01 12:00:00,2.066687,1.5781333,none,0.0,0,0,no_action,False,False,2.066687,2.066687,0.0
2010-05-01 13:00:00,1.3430026,0.5086,washing_machine,1.2,0,2,delay,False,False,2.5430026,1.3430026,0.75
2010-05-01 14:00:00,0.9008504,2.5501,washing_machine,1.2,1,2,run_now,False,False,2.1008504,2.1008504,0.8
2010-05-01 15:00:00,1.4292421,1.1692333,none,0.0,0,0,no_action,False,False,1.4292421,1.4292421,0.0
2010-05-01 16:00:00,0.8796262,0.50443333,washing_machine,1.2,0,2,delay,False,False,2.0796262,0.8796262,0.24999999999999978
2010-05-01 17:00:00,0.8496806,0.4151,washing_machine,1.2,1,2,run_now,False,False,2.0496806,2.0496806,0.8
2010-05-01 18:00:00,0.9408592,0.3371,washing_machine,1.2,0,2,run_now,False,False,2.1408592,2.1408592,0.8
2010-05-01 19:00:00,1.0107031,0.5240333,dishwasher,1.0,0,3,run_now,False,False,2.0107030999999997,2.0107030999999997,0.3
2010-05-01 20:00:00,1.107467,0.8862333,dishwasher,1.0,0,3,delay,False,False,2.1074669999999998,1.107467,0.5499999999999998
2010-05-01 21:00:00,1.0826303,1.5693667,dishwasher,1.0,1,3,delay,False,False,2.0826303,1.0826303,0.39999999999999997
2010-05-01 22:00:00,1.4834872,2.5912333,dishwasher,1.0,2,3,run_now,False,False,2.4834872,2.4834872,0.3
2010-05-01 23:00:00,0.93968546,1.4329667,none,0.0,0,0,no_action,False,False,0.93968546,0.93968546,0.0
2010-05-02 00:00:00,0.61713064,0.35856667,none,0.0,0,0,no_action,False,False,0.61713064,0.61713064,0.0
2010-05-02 01:00:00,0.30512488,0.35653332,none,0.0,0,0,no_action,False,False,0.30512488,0.30512488,0.0
2010-05-02 02:00:00,0.3494277,0.39083335,none,0.0,0,0,no_action,False,False,0.3494277,0.3494277,0.0
2010-05-02 03:00:00,0.37449503,0.3836,none,0.0,0,0,no_action,False,False,0.37449503,0.37449503,0.0
2010-05-02 04:00:00,0.39053518,0.36403334,none,0.0,0,0,no_action,False,False,0.39053518,0.39053518,0.0
2010-05-02 05:00:00,0.4610873,0.36226666,none,0.0,0,0,no_action,False,False,0.4610873,0.4610873,0.0
2010-05-02 06:00:00,0.49051213,0.35003334,water_heater,0.8,0,1,run_now,False,False,1.29051213,1.29051213,0.8
2010-05-02 07:00:00,0.49946296,1.5182333,none,0.0,0,0,no_action,False,False,0.49946296,0.49946296,0.0
2010-05-02 08:00:00,0.9667213,1.5409666,washing_machine,1.2,0,2,run_now,False,False,2.1667213,2.1667213,0.8
2010-05-02 09:00:00,1.2024515,1.636,water_heater,0.8,0,1,run_now,False,False,2.0024515000000003,2.0024515000000003,0.3
2010-05-02 10:00:00,1.415357,0.83353335,none,0.0,0,0,no_action,False,False,1.415357,1.415357,0.0
2010-05-02 11:00:00,0.7302325,1.6141666,none,0.0,0,0,no_action,False,False,0.7302325,0.7302325,0.0
2010-05-02 12:00:00,1.7651359,3.5630667,none,0.0,0,0,no_action,False,False,1.7651359,1.7651359,0.0
2010-05-02 13:00:00,1.7692921,3.5252333,none,0.0,0,0,no_action,False,False,1.7692921,1.7692921,0.0
2010-05-02 14:00:00,1.4963996,1.9146333,none,0.0,0,0,no_action,False,False,1.4963996,1.4963996,0.0
2010-05-02 15:00:00,1.5158944,2.2805333,washing_machine,1.2,0,2,delay,False,False,2.7158944,1.5158944,0.7499999999999998
2010-05-02 16:00:00,2.2839906,1.7898333,washing_machine,1.2,1,2,delay,False,False,3.4839906000000003,2.2839906,0.9000000000000001
2010-05-02 17:00:00,1.7885607,1.7991333,washing_machine,1.2,2,2,run_now,True,False,2.9885607,2.9885607,0.0
2010-05-02 18:00:00,1.8918989,1.7934667,none,0.0,0,0,no_action,False,False,1.8918989,1.8918989,0.0
2010-05-02 19:00:00,1.6808921,3.7739,none,0.0,0,0,no_action,False,False,1.6808921,1.6808921,0.0
2010-05-02 20:00:00,1.6051736,2.5308,dishwasher,1.0,0,3,delay,False,False,2.6051736,1.6051736,0.55
2010-05-02 21:00:00,2.0694375,2.776,dishwasher,1.0,1,3,delay,False,False,3.0694375,2.0694375,0.7
2010-05-02 22:00:00,1.940017,0.61793333,dishwasher,1.0,2,3,run_now,False,False,2.940017,2.940017,-0.1
2010-05-02 23:00:00,0.5517943,0.39186665,none,0.0,0,0,no_action,False,False,0.5517943,0.5517943,0.0
2010-05-03 00:00:00,0.37478095,0.41223332,none,0.0,0,0,no_action,False,False,0.37478095,0.37478095,0.0
2010-05-03 01:00:00,0.3833542,0.37496668,none,0.0,0,0,no_action,False,False,0.3833542,0.3833542,0.0
2010-05-03 02:00:00,0.41720128,0.3439,none,0.0,0,0,no_action,False,False,0.41720128,0.41720128,0.0
2010-05-03 03:00:00,0.42813355,0.34063333,none,0.0,0,0,no_action,False,False,0.42813355,0.42813355,0.0
2010-05-03 04:00:00,0.4278394,1.0999334,none,0.0,0,0,no_action,False,False,0.4278394,0.4278394,0.0
2010-05-03 05:00:00,0.4384271,0.3263,none,0.0,0,0,no_action,False,False,0.4384271,0.4384271,0.0
2010-05-03 06:00:00,0.57398176,0.77143335,water_heater,0.8,0,1,run_now,False,False,1.37398176,1.37398176,0.8
2010-05-03 07:00:00,1.3671354,2.0927,water_heater,0.8,0,1,run_now,False,False,2.1671354000000003,2.1671354000000003,0.3
2010-05-03 08:00:00,1.7849125,1.4167,none,0.0,0,0,no_action,False,False,1.7849125,1.7849125,0.0
2010-05-03 09:00:00,1.3068336,1.3820333,none,0.0,0,0,no_action,False,False,1.3068336,1.3068336,0.0
2010-05-03 10:00:00,1.1960145,1.3711667,washing_machine,1.2,0,2,delay,False,False,2.3960144999999997,1.1960145,0.7499999999999998
2010-05-03 11:00:00,1.1511759,1.3226334,washing_machine,1.2,1,2,delay,False,False,2.3511759,1.1511759,0.5999999999999999
2010-05-03 12:00:00,1.0435259,0.9827667,washing_machine,1.2,2,2,run_now,True,False,2.2435259,2.2435259,0.0
2010-05-03 13:00:00,0.5740369,0.3752,washing_machine,1.2,0,2,delay,False,False,1.7740369,0.5740369,0.2500000000000002
2010-05-03 14:00:00,0.3550825,0.34176666,washing_machine,1.2,1,2,run_now,False,False,1.5550825,1.5550825,0.8
2010-05-03 15:00:00,0.4426527,0.3299,washing_machine,1.2,0,2,delay,False,False,1.6426527,0.4426527,0.25
2010-05-03 16:00:00,0.42738408,0.35293335,washing_machine,1.2,1,2,run_now,False,False,1.62738408,1.62738408,0.8
2010-05-03 17:00:00,0.42529875,0.37,none,0.0,0,0,no_action,False,False,0.42529875,0.42529875,0.0
2010-05-03 18:00:00,0.5562064,0.5389,none,0.0,0,0,no_action,False,False,0.5562064,0.5562064,0.0
2010-05-03 19:00:00,0.8200596,2.1568334,dishwasher,1.0,0,3,run_now,False,False,1.8200596,1.8200596,0.8
2010-05-03 20:00:00,1.6604109,2.6444666,dishwasher,1.0,0,3,delay,False,False,2.6604109,1.6604109,0.55
2010-05-03 21:00:00,1.6778467,2.3928,dishwasher,1.0,1,3,delay,False,False,2.6778467,1.6778467,0.39999999999999997
2010-05-03 22:00:00,1.2937583,1.4212,dishwasher,1.0,2,3,run_now,False,False,2.2937583,2.2937583,0.3
2010-05-03 23:00:00,0.7830044,0.3603,none,0.0,0,0,no_action,False,False,0.7830044,0.7830044,0.0
2010-05-04 00:00:00,0.3273651,0.3779,none,0.0,0,0,no_action,False,False,0.3273651,0.3273651,0.0
2010-05-04 01:00:00,0.29287595,0.33353335,none,0.0,0,0,no_action,False,False,0.29287595,0.29287595,0.0
2010-05-04 02:00:00,0.35085195,0.3046,none,0.0,0,0,no_action,False,False,0.35085195,0.35085195,0.0
2010-05-04 03:00:00,0.36966634,0.37926668,none,0.0,0,0,no_action,False,False,0.36966634,0.36966634,0.0
2010-05-04 04:00:00,0.35941374,0.33933333,none,0.0,0,0,no_action,False,False,0.35941374,0.35941374,0.0
2010-05-04 05:00:00,0.43071353,0.29293334,none,0.0,0,0,no_action,False,False,0.43071353,0.43071353,0.0
2010-05-04 06:00:00,0.789327,0.89676666,water_heater,0.8,0,1,run_now,False,False,1.589327,1.589327,0.8
2010-05-04 07:00:00,1.4235517,1.1859,water_heater,0.8,0,1,run_now,False,False,2.2235517,2.2235517,0.3
